市场,代码,名称,流通股本,地区,行业,更新日期,上市日期,总股本,国家股,发起人法人股,法人股,B股,H股,职工股,总资产,流动资产,固定资产,无形资产,股东人数,流动负债,长期负债,资本公积金,净资产,主营收入,主营利润,应收账款,营业利润,投资收益,经营现金流,总现金流,存货,利润总和,税后利润,净利润,未分配利润,每股净资产,baoliu2
0,000025,特 力Ａ,193881601.562,深圳,7,20171031,19930621,297281601.562,1703350000.0,262153398.438,2407493437.5,26400000.0,0.0,0.0,1346720125.0,425397500.0,121973898.438,52694601.5625,56881.0,336754625.0,26493101.5625,565226312.5,937000937.5,238370093.75,175384500.0,7425000.0,39808300.7812,22381201.1719,39785000.0,-90270093.75,14586099.6094,40228199.2188,38752000.0,40604601.5625,71540398.4375,0.0,9.0
0,000026,飞亚达Ａ,357047109.375,深圳,12,20171020,19930603,438744882.812,1711990000.0,1083212734.38,22341352500.0,81647998.0469,0.0,0.0,3699345500.0,2559887000.0,559184312.5,40062199.2188,34899.0,1125429000.0,2967500.0,1062455625.0,2465984000.0,2475654750.0,1454271500.0,338666000.0,175810796.875,188799.987793,363315906.25,-143474812.5,1845115000.0,177179296.875,136135906.25,136548000.0,780660312.5,0.0,9.0
0,000027,深圳能源,3964491562.5,深圳,16,20171031,19930903,3964491562.5,1301010000.0,13379347500.0,86251100000.0,0.0,0.0,0.0,70439328000.0,14730806000.0,23066018000.0,3821892750.0,126849.0,20412232000.0,3218406000.0,4320647000.0,22230600000.0,10445749000.0,7792557500.0,4512753000.0,1151626500.0,185210000.0,1849095625.0,256894812.5,1840139375.0,1190341750.0,882160312.5,803693812.5,8346536000.0,0.0,9.0
0,000028,国药一致,307744394.531,深圳,12,20171026,19930809,428126992.188,1711600000.0,9091674375.0,3.1109196e+11,54885600.5859,0.0,0.0,23155828000.0,19271664000.0,530984812.5,330038718.75,15227.0,13259392000.0,497661500.0,3151532000.0,9109326000.0,31278720000.0,28016664000.0,9773205000.0,1094020625.0,201687109.375,511083406.25,-29653000.0,4135298000.0,1094770250.0,866473875.0,803103187.5,5348351000.0,0.0,9.0
0,000029,深深房Ａ,891660000.0,深圳,11,20171026,19930915,1011660000.0,1901010000.0,2368751250.0,17444620000.0,120000000.0,0.0,0.0,3820237000.0,3283739000.0,40967898.4375,4764500.0,76443.0,1043514312.5,-126624695.312,978244937.5,2796350500.0,964594312.5,686017187.5,165767687.5,205108296.875,650000.0,-200649000.0,-210582000.0,1911577500.0,205299203.125,149605796.875,149582906.25,733491187.5,0.0,9.0
0,000030,富奥股份,1252245468.75,吉林,7,20171027,19930929,1293251484.38,1275050000.0,5191255000.0,41478920000.0,34156398.9258,0.0,0.0,9745603000.0,4887873000.0,1687702500.0,291120281.25,33000.0,2740446500.0,577795125.0,533960687.5,5566284500.0,5094838000.0,4128494750.0,1393013750.0,694453187.5,393655000.0,215596890.625,204106187.5,586724000.0,710589750.0,635669125.0,644557812.5,3299697500.0,0.0,9.0
0,000031,中粮地产,1813722968.75,深圳,11,20171031,19931008,1813731562.5,1901010000.0,679731875.0,1.0381628e+11,0.0,0.0,0.0,69057312000.0,58850912000.0,571348000.0,53555699.2188,191471.0,37011284000.0,5609906000.0,0.0,6121034000.0,8499178000.0,5419340000.0,264105687.5,1605601500.0,15631099.6094,-3396177000.0,-3246011000.0,32525362000.0,1754695625.0,1142568625.0,525926750.0,3213549000.0,0.0,9.0
0,000032,深桑达Ａ,279435898.438,深圳,24,20171028,19931028,422254101.562,1251100000.0,570773007.812,14956973750.0,0.0,0.0,0.0,2038845000.0,1489406875.0,103752804.688,263115000.0,24241.0,444897312.5,100913898.438,263850906.25,1472993750.0,1133898000.0,925708687.5,231462687.5,56368300.7812,2316600.09766,12953799.8047,-46077402.3438,249069812.5,57670601.5625,36428796.875,45023300.7812,531160375.0,0.0,9.0
0,000034,神州数码,357969882.812,深圳,20,20171027,19940509,654070390.625,220000.0,3338248750.0,2.3822318e+11,0.0,0.0,0.0,20821696000.0,16203921000.0,194399703.125,2317987500.0,28520.0,16591111000.0,12071800.7812,2380627750.0,2937082750.0,40199056000.0,38155936000.0,5738318000.0,396165687.5,27358601.5625,681151312.5,397989500.0,6087149000.0,400806812.5,317273406.25,312711312.5,-162739000.0,0.0,9.0
0,000035,中国天楹,1168125937.5,江苏,39,20171031,19940408,1351521406.25,2099010000.0,1351465468.75,5653741250.0,0.0,0.0,109.999999404,7437677000.0,1211072250.0,1065291750.0,1707543000.0,40267.0,2493296500.0,20933798.8281,1677652625.0,2936076000.0,993431500.0,591471187.5,325261187.5,185027593.75,4400.00009537,131035000.0,178163812.5,143557593.75,186992000.0,140971109.375,140327093.75,844668000.0,0.0,9.0
0,000036,华联控股,1135480234.38,深圳,11,20171031,19940617,1141487734.38,1901010000.0,4759517500.0,1454465156.25,0.0,0.0,0.0,8217086000.0,5932627000.0,933309375.0,8164500.0,74649.0,2669389000.0,670308000.0,231051312.5,4117166500.0,3030602750.0,945557125.0,30509199.2188,1250525250.0,33048101.5625,-82090898.4375,-1102197500.0,3881283750.0,1242264000.0,1105725750.0,1080982500.0,2560306500.0,0.0,9.0
0,000037,深南电A,338895195.312,深圳,16,20171024,19940701,602762617.188,1301010000.0,-641595507.812,12065731250.0,263854492.188,0.0,0.0,3071071000.0,1415706125.0,1451186000.0,49123000.0,31557.0,959630250.0,73822898.4375,362770906.25,1940559750.0,1570853625.0,1463786250.0,303477125.0,-6569000.0,-1537400.02441,-171342796.875,-1054519625.0,87169296.875,-6391799.80469,-9586900.39062,-2154199.95117,642117687.5,0.0,9.0
0,000038,深大通,78878999.0234,深圳,46,20171028,19940808,522777382.812,2020050000.0,1087263984.38,6436881875.0,0.0,0.0,529.99997139,5692532000.0,2991039750.0,125675796.875,65120000.0,18871.0,244974812.5,5069200.19531,4313368000.0,5300392000.0,1068921125.0,693218500.0,605059687.5,338532375.0,41465800.7812,66396703.125,-565495000.0,106800.003052,338489625.0,267207593.75,266476406.25,438155000.0,0.0,9.0
0,000039,中集集团,1265612968.75,深圳,26,20180104,19940408,2982889062.5,1269200000.0,-1896310000.0,3.4982616e+11,0.0,1716576562.5,419.999986887,1.35557584e+11,63470796000.0,21443782000.0,4524580000.0,73120.0,58396976000.0,10754842000.0,3456424000.0,30607762000.0,53962704000.0,44044464000.0,15546184000.0,2610912000.0,24535000.0,3632643000.0,5223146000.0,18689402000.0,2618344000.0,1761404000.0,1309380000.0,18562738000.0,9.59300041199,9.0
0,000040,东旭蓝天,1060340703.12,深圳,16,20171219,19940808,1337173281.25,1301010000.0,1311978281.25,23864390000.0,0.0,0.0,0.0,24805580000.0,18000016000.0,2814652250.0,136838296.875,29160.0,8898521000.0,86463398.4375,8873618000.0,11266038000.0,5179715500.0,4321576000.0,2411591000.0,364036000.0,-57199.9969482,-1383707375.0,-106118796.875,5582799500.0,389413281.25,322663406.25,323345187.5,858866125.0,0.0,9.0
0,000042,中洲控股,487996484.375,深圳,11,20171027,19940921,664831171.875,1901010000.0,819873906.25,53725360000.0,0.0,0.0,0.0,41952616000.0,37473068000.0,1358321250.0,5914399.90234,13373.0,22496350000.0,240730093.75,2501194250.0,6052202000.0,4039310000.0,2972848000.0,125811000.0,387852125.0,33040398.4375,-6741467500.0,1188120500.0,28675616000.0,382689812.5,245662109.375,244583406.25,2387937250.0,0.0,9.0
0,000043,中航地产,666780703.125,深圳,11,20171030,19940928,666961406.25,1901010000.0,-261985097.656,41021415000.0,0.0,0.0,0.0,19191078000.0,9881292000.0,625902500.0,11261000.0,23493.0,6684169000.0,636540312.5,546056375.0,3960762250.0,3744267500.0,2914362750.0,807214250.0,36468199.2188,-785299.987793,1726124000.0,-136306390.625,6179024500.0,2198500.0,-41782500.0,-71740898.4375,2433399000.0,0.0,9.0
0,000045,深纺织Ａ,457021796.875,深圳,15,20171226,19940815,511274101.562,1211990000.0,-524289101.562,8578684375.0,49430200.1953,0.0,70.000000298,4090812250.0,2854408000.0,671313625.0,39194699.2188,40954.0,425385000.0,1105944750.0,1837205125.0,2372792250.0,1070339000.0,963009625.0,207417000.0,51134101.5625,36670800.7812,-212907796.875,-193720703.125,294949000.0,49698703.125,39079398.4375,33699500.0,-47576203.125,4.67000007629,9.0
0,000046,泛海控股,5091665000.0,北京,11,20171031,19940912,5196200625.0,1901010000.0,18412356250.0,1.4609372e+11,0.0,0.0,0.0,1.86589456e+11,1.36531664e+11,973059000.0,100724804.688,36859.0,74584864000.0,7672809000.0,5221159500.0,18183206000.0,3510055500.0,2346356250.0,1221457250.0,1318198625.0,1056750625.0,-18562804000.0,-10706124000.0,81791680000.0,1587184500.0,1308233875.0,1222042000.0,6126110000.0,0.0,9.0
0,000048,康达尔,385392304.688,深圳,17,20171031,19941101,390768710.938,1201010000.0,301093007.812,11910460000.0,0.0,0.0,0.0,2778657750.0,1842486750.0,400251218.75,108854500.0,10760.0,1367588625.0,79981703.125,44081402.3438,685352500.0,1128756500.0,976693500.0,63058500.0,-48621203.125,-346500.0,-202642203.125,329582000.0,1103908875.0,-56338000.0,-48431296.875,-46775000.0,223210296.875,0.0,9.0
0,000049,德赛电池,205243691.406,深圳,29,20171031,19950320,205243691.406,1276400000.0,1333627031.25,53667945000.0,0.0,0.0,0.0,6433967000.0,5231024000.0,639898000.0,59972000.0,30205.0,4749180500.0,388893906.25,8169399.90234,1291424625.0,7785229500.0,7106182000.0,2629228750.0,311664312.5,8590700.19531,-52588101.5625,129027000.0,1479874000.0,315635687.5,227973406.25,186266890.625,1023210625.0,0.0,9.0
0,000050,深天马Ａ,1401016093.75,深圳,35,20171031,19950315,1401098750.0,1251100000.0,3776780000.0,77534125000.0,0.0,0.0,0.0,27234112000.0,9532027000.0,6529609500.0,1021912187.5,85702.0,9090242000.0,0.0,11337646000.0,14427626000.0,10101264000.0,7957112000.0,2839879000.0,520004000.0,-3844599.85352,1296493000.0,-1312975125.0,1501072375.0,889971125.0,753390375.0,753390500.0,1608253750.0,0.0,9.0
0,000055,方大集团,678243828.125,深圳,21,20171031,19960415,1183642265.62,1269300000.0,1142564921.88,17412512500.0,503926796.875,0.0,0.0,6971041000.0,5786436000.0,492174625.0,60249398.4375,59052.0,3395913500.0,-62677300.7812,72829398.4375,2455998750.0,2052749250.0,1372893750.0,1965776000.0,421410187.5,10861700.1953,394243000.0,557603062.5,1917297375.0,428516218.75,360491593.75,361219687.5,1101857250.0,0.0,9.0
0,000056,皇庭国际,286111191.406,深圳,11,20171027,19960708,1175345390.62,1905010000.0,746985390.625,2202981875.0,243234609.375,0.0,0.0,13805658000.0,2862142250.0,54964101.5625,3027099.85352,17202.0,1157963000.0,477476093.75,1937527375.0,5289660500.0,560103250.0,174598687.5,67082898.4375,181983812.5,73836703.125,-188763203.125,103333296.875,72160093.75,207165703.125,192644203.125,161731203.125,2213199750.0,0.0,9.0
0,000058,深 赛 格,538271289.062,深圳,35,20171031,19961226,1235656328.12,1251100000.0,1435623437.5,10275153750.0,246461308.594,0.0,0.0,7397829500.0,5646022500.0,55897402.3438,32405601.5625,71481.0,4346145000.0,585394437.5,175086500.0,1775988125.0,857121750.0,618357687.5,91439601.5625,130498203.125,4144899.90234,280162687.5,-78058101.5625,3772816000.0,140427687.5,88267804.6875,69193000.0,243251312.5,0.0,9.0
0,000059,华锦股份,1599439062.5,辽宁,5,20171229,19970130,1599442500.0,1241100000.0,11735886250.0,2.0628758e+11,0.0,0.0,0.0,31751060000.0,13647209000.0,13527950000.0,1521843750.0,78753.0,19354068000.0,484903000.0,6202429500.0,11553709000.0,23624062000.0,18154914000.0,590924812.5,1748270625.0,59086296.875,2134957000.0,2333525500.0,3983137000.0,1714771750.0,1295516500.0,1229759750.0,3322650500.0,0.0,9.0
0,000060,中金岭南,2211089531.25,深圳,36,20171028,19970123,2379790156.25,1267010000.0,1638681406.25,1.10763e+11,0.0,0.0,389.999985695,18703758000.0,7355439000.0,5094815500.0,3200735250.0,143884.0,5217672000.0,546069500.0,2778482000.0,9955462000.0,14791578000.0,12820869000.0,657668625.0,1128674625.0,45651800.7812,1434951000.0,726957875.0,2055899875.0,1121639750.0,878229687.5,862983625.0,4298090000.0,0.0,9.0
0,000061,农 产 品,1690402343.75,深圳,17,20171025,19970110,1696964062.5,1701100000.0,2139746250.0,14479693750.0,0.0,0.0,0.0,17898448000.0,3051623750.0,1905855000.0,2319578000.0,52363.0,6546262000.0,1606822625.0,2661869500.0,4798584000.0,1702861250.0,1112166125.0,51385296.875,93349101.5625,131899093.75,323783812.5,70138898.4375,517531593.75,114900304.688,32934000.0,2691000.0,219935000.0,0.0,9.0
0,000062,深圳华强,666949765.625,深圳,12,20171023,19970130,721316796.875,1703300000.0,2690797812.5,38223945000.0,0.0,0.0,0.0,8528521000.0,4620912000.0,313818812.5,190728593.75,39923.0,3345673750.0,272439625.0,971641312.5,4120856250.0,5494384500.0,4558439500.0,1775687625.0,475882375.0,4649299.80469,197486312.5,179874390.625,1158780750.0,477191000.0,353191593.75,320803500.0,2159776750.0,0.0,9.0
0,000063,中兴通讯,3429415625.0,深圳,24,20171027,19971118,4190014375.0,1681010000.0,28588870000.0,7.1564008e+11,0.0,755502500.0,0.0,1.460284e+11,1.10639296e+11,8484191000.0,4870455000.0,166740.0,94575112000.0,4878500000.0,10952892000.0,40128112000.0,76579744000.0,52352996000.0,25305952000.0,5286675000.0,2314659000.0,-3170483000.0,-5253091000.0,27773576000.0,5290544000.0,4294059000.0,3904652000.0,14186890000.0,7.36600017548,9.0
0,000065,北方国际,408248789.062,北京,21,20171227,19980605,513003593.75,1401150000.0,2253482500.0,59747005000.0,0.0,0.0,0.0,12013481000.0,9847599000.0,386867312.5,1379247000.0,31644.0,7243782000.0,445903781.25,1170683000.0,3499996250.0,6725459500.0,5841547500.0,2094539000.0,435174500.0,7817399.90234,1321702250.0,1370540500.0,900554625.0,440915125.0,356900000.0,348135593.75,1714718000.0,0.0,9.0
0,000066,中国长城,2491027812.5,深圳,24,20171031,19970626,2944069375.0,1683010000.0,1496212812.5,5.2491684e+11,0.0,0.0,0.0,14774572000.0,7104137500.0,1808084500.0,388067812.5,153000.0,4233399000.0,855873000.0,1018992187.5,6796304500.0,6577807500.0,5178859000.0,2306566000.0,347785125.0,31667800.7812,-950647125.0,-5577274000.0,1999130125.0,438480781.25,373498000.0,299165375.0,2030222250.0,0.0,9.0
0,000068,华控赛格,1006670468.75,深圳,35,20180122,19970611,1006671484.38,1251100000.0,-312103496.094,868358984.375,0.0,0.0,0.0,2098397750.0,1207533875.0,181246593.75,39122199.2188,33133.0,1038178500.0,435813093.75,1194271500.0,616011000.0,166004609.375,87324203.125,190779000.0,-4145000.0,-6842199.70703,-80446500.0,330417187.5,32443798.8281,-5116400.39062,-8136799.80469,-8218400.39062,-1742642000.0,0.0,9.0
0,000069,华侨城Ａ,6144489375.0,深圳,10,20171028,19970910,8205681250.0,2034010000.0,29169950000.0,1.9049784e+11,0.0,0.0,0.0,1.973516e+11,1.47857088e+11,13985804000.0,6367854500.0,105573.0,1.0180876e+11,4840308000.0,5622065000.0,47988936000.0,19368458000.0,9760524000.0,513117312.5,6271688000.0,3054877500.0,-8888036000.0,14844960000.0,90502472000.0,6274449500.0,4827779500.0,4730663000.0,31569204000.0,0.0,9.0
0,000070,特发信息,541850898.438,深圳,24,20171031,20000511,626994687.5,1681010000.0,1244736562.5,32586647500.0,0.0,0.0,0.0,5792308000.0,4313296500.0,561972125.0,123418796.875,40423.0,3379207000.0,323316500.0,738847000.0,1887801750.0,3754518500.0,3121669000.0,1888143125.0,226955187.5,-233600.006104,-525599250.0,-145800000.0,1305271500.0,236994500.0,200622203.125,171839906.25,477866500.0,0.0,9.0
0,000078,海王生物,1856654687.5,深圳,34,20171028,19981218,2646613125.0,1285010000.0,2277510000.0,1.0168529e+11,0.0,0.0,0.0,25275312000.0,20435090000.0,623494500.0,348923281.25,145481.0,17148628000.0,736926000.0,2482073000.0,5647814500.0,16155155000.0,14001176000.0,11135905000.0,750010625.0,-373300.018311,-979642125.0,648510562.5,2918507750.0,744488125.0,550864312.5,411018281.25,552583625.0,0.0,9.0
0,000088,盐 田 港,1942200000.0,深圳,8,20171028,19970728,1942200000.0,1511050000.0,2696490937.5,2034295156.25,0.0,0.0,0.0,9016302000.0,1366079875.0,332591000.0,238587406.25,79723.0,345695125.0,713253687.5,795108187.5,6213548000.0,250697500.0,126760593.75,24710000.0,334168000.0,260241500.0,21403701.1719,276256312.5,38599.9984741,339094000.0,310213000.0,283649812.5,2630163750.0,0.0,9.0
0,000089,深圳机场,2050769531.25,深圳,8,20171027,19980420,2050769531.25,1511150000.0,4093494062.5,22207970000.0,0.0,0.0,0.0,13021436000.0,3698390000.0,7405127000.0,230748000.0,62525.0,1954468750.0,49831097.6562,2798207000.0,11011975000.0,2430124000.0,1703598625.0,587020500.0,675880937.5,55627203.125,755567437.5,-83135898.4375,6334099.60938,682025062.5,512712187.5,502863093.75,5401870500.0,0.0,9.0
0,000090,天健集团,773542031.25,深圳,21,20171024,19990721,1197785468.75,1401010000.0,2214200156.25,35711585000.0,0.0,0.0,0.0,23673732000.0,20038284000.0,316434625.0,127466906.25,37766.0,10880329000.0,49947796.875,2280845500.0,6484574500.0,4544745500.0,3156678000.0,614563687.5,729646125.0,74360695.3125,164162312.5,160313000.0,15115855000.0,750889062.5,542267312.5,543918062.5,2055058750.0,0.0,9.0
0,000096,广聚能源,510848007.812,深圳,5,20171028,20000724,528000000.0,1703010000.0,1047360625.0,6642361250.0,0.0,0.0,0.0,2518387750.0,1436371875.0,69795000.0,117137898.438,36721.0,122967898.438,21983400.3906,351337000.0,2348993000.0,869791812.5,745266812.5,18662699.2188,139418890.625,72546398.4375,48546601.5625,48865500.0,25816898.4375,142138500.0,123904804.688,120052406.25,1116179000.0,0.0,9.0
0,000099,中信海直,606070390.625,深圳,8,20171031,20000731,606070390.625,1509100000.0,758460703.125,8252990625.0,0.0,0.0,0.0,5640415500.0,1885209875.0,2992391250.0,95913093.75,66234.0,855052000.0,122872695.312,1033272125.0,2923030500.0,889482812.5,727323687.5,585055312.5,102262101.562,2243800.04883,-422493906.25,-4715600.09766,316094312.5,119222500.0,89709500.0,83983203.125,1085210750.0,0.0,9.0
0,000100,TCL 集团,9001356875.0,广东,23,20171222,20040130,13514972500.0,1255010000.0,15381065000.0,7.7692976e+11,0.0,0.0,159.999996424,1.60906416e+11,85217168000.0,34239272000.0,6500442000.0,467540.0,73630128000.0,27869890000.0,3261014750.0,24597430000.0,82214736000.0,65218104000.0,16695048000.0,3761453500.0,1537178125.0,7085300500.0,-6828184000.0,12246909000.0,3955965250.0,3031602000.0,1906104375.0,8234939000.0,2.01399993896,9.0
